restaurant_id,name,address,online_order,book_table,rate_numeric,votes,location,rest_type,cuisines,approx_cost_for_two,listed_in(type),listed_in(city)
9378,Sandwich Manne,"6th Phase, JP Nagar, Bangalore",No,No,,0,JP Nagar,Quick Bites,Fast Food,250.0,"Delivery, Dine-out",BTM
9379,Sandwich Shop,"Door No 549, 9th Cross, JP Nagar 3rd Phase, Opposite Sneha Dentel Care, JP Nagar, Bangalore",Yes,No,2.9,47,JP Nagar,Delivery,"Fast Food, Burger, Sandwich",400.0,Delivery,Bannerghatta Road
9380,Sandwich Souk,"29 Cross, NGR Layout, Roopena Agrahara, Bommanahalli, Bangalore",No,No,,0,Bommanahalli,Quick Bites,"Chinese, Sandwich, Juices",200.0,"Delivery, Dine-out",BTM
9381,Sandwich Truffles,"2625, Zoya Fashion Basement, 27th Main Road, Near Axis Bank, HSR Layout Sector 1, HSR, Bangalore",No,No,3.3,8,HSR,Quick Bites,Fast Food,400.0,"Delivery, Dine-out",HSR
9382,Sandwichwallas,"253/22, Near Ashoka Pillar, 4th Cross, 1st Block, Jayanagar, Bangalore",Yes,No,3.9,105,Jayanagar,Quick Bites,Fast Food,200.0,"Delivery, Dine-out",Basavanagudi
9383,Sandwichwallas,"278, 37th A Cross, 2nd Main, 8th Block, Jayanagar, Bangalore",Yes,No,3.7,35,Jayanagar,Quick Bites,Fast Food,200.0,Delivery,Banashankari
9384,Sandwichwallas,"28, Near BMS Women's College, E.A.T Street, Basavanagudi, Bangalore",Yes,No,4.0,133,Basavanagudi,Quick Bites,Fast Food,200.0,Dine-out,Banashankari
9385,Sandwichwallas,"669, Chatori Gali Food Street, Opposite Elita Apartments, RBI Layout, 7th Phase, JP Nagar",Yes,No,3.6,33,JP Nagar,Quick Bites,Fast Food,200.0,"Delivery, Dine-out",Bannerghatta Road
9386,Sandy Cool Joint,"1143, 22nd Cross, Sector 2, HSR",No,No,,0,HSR,Beverage Shop,Juices,200.0,Delivery,HSR
9387,Sandy's Kitchen,"Marathalli, Bangalore",No,No,,0,Marathahalli,Casual Dining,"North Indian, Chinese",500.0,Dine-out,Marathahalli
9388,Sang Grail,"Near Big Bazaar, Kothnur Village Main Road, Nataraja Layout, Gaurav Nagar, 7th Phase, JP Nagar, Bangalore",No,No,3.6,34,JP Nagar,Quick Bites,Healthy Food,300.0,"Delivery, Dine-out",Bannerghatta Road
9389,Sangam Kabab Corner,"Opposite RBANMS Grounds, St John's Road, Ulsoor, Bangalore",No,No,3.1,4,Ulsoor,Quick Bites,"Fast Food, North Indian",300.0,Dine-out,Brigade Road
9390,Sangam Mess,"7, 3rd Cross, Chinnappa Layout, Opposite Sansar Collections, Kammanahalli, Bangalore",No,No,4.2,232,Kammanahalli,Mess,"South Indian, Biryani, North Indian",300.0,"Delivery, Dine-out",Kalyan Nagar
9391,Sangam Military Hotel,"528/A, 14th Cross, Shastri Nagar Main Road, Jayanagar, Bangalore",No,No,3.233333333333333,14,Jayanagar,Quick Bites,South Indian,250.0,Dine-out,Banashankari
9392,Sangam Restaurant,"26/4, Opposite Government Soap Factory, Dr. Rajkumar Road, Rajajinagar, Bangalore",No,No,3.7,81,Rajajinagar,Casual Dining,"North Indian, South Indian, Chinese",600.0,"Buffet, Dine-out",Malleshwaram
9393,Sangam Sweets,"1090, 18th Cross Road, Sector 3, HSR, Bangalore",Yes,No,3.9,149,HSR,Sweet Shop,"Mithai, Street Food",200.0,"Delivery, Dine-out",BTM
9394,Sangam Sweets,"12, Sangam Building, 2nd Cross, Gandhinagar, Majestic Area, Majestic, Bangalore",Yes,No,4.0,122,Majestic,Quick Bites,"Mithai, Street Food",200.0,"Desserts, Dine-out",Lavelle Road
9395,Sangam Sweets,"284, 1St Main, 1St Cross, Munnekollala Last Bus Stop, Near Andhra Bank, Bangalore",Yes,No,3.1,5,Marathahalli,Sweet Shop,"Mithai, Street Food",200.0,"Delivery, Dine-out",Brookefield
9396,Sangam Sweets,"44, BDA Complex, Koramangala 3rd Block, Bangalore",Yes,No,3.8,75,Koramangala 3rd Block,Sweet Shop,"Mithai, Street Food",200.0,"Delivery, Desserts",BTM
9397,Sangam Sweets,"7, Shivananda General Stores Complex, Harekrishna Road, Kumara Krupa Road, Seshadripuram, Bangalore",Yes,No,3.1,27,Seshadripuram,Sweet Shop,"Mithai, Street Food",200.0,"Delivery, Desserts",Brigade Road
9398,Sangeeta Restaurant,"8th Cross Road, Park View Layout, Byatarayanapura, Sahakara Nagar, Bangalore",Yes,No,3.6,91,Sahakara Nagar,Quick Bites,"Street Food, Chinese",300.0,Delivery,New BEL Road
9399,Sangeetha Bar & Restaurant,"Shop 186/10, 1st Floor, Sirur Park Road, Seshadripuram, Bangalore",No,No,3.4,11,Seshadripuram,"Bar, Casual Dining","North Indian, South Indian",800.0,"Dine-out, Drinks & nightlife, Pubs and bars",Malleshwaram
9400,Sangria Wine Lounge,"201, Above Sony Centre, New BEL Road, Bangalore",No,No,4.0,421,New BEL Road,Casual Dining,"Continental, Chinese",1000.0,Dine-out,New BEL Road
9401,Sanjeevini Veg,"12th Cross Road, Neeladri Nagar, Phase 1, Electronic City, Bangalore",No,No,3.9,57,Electronic City,Quick Bites,South Indian,200.0,Dine-out,Electronic City
9402,Sanjha Chulha,"1st Floor, Purva Riviera Shopping Complex, Marathahalli, Bangalore",Yes,Yes,4.0,157,Marathahalli,Casual Dining,"North Indian, Pizza, Fast Food",800.0,"Delivery, Dine-out",Brookefield
9403,Sanju's Super Kitchen,"No. 301, 2nd 'F' Cross, 3rd Block, H.R.B.R Layout, Kammanahalli, Bangalore",Yes,No,3.4,10,Kammanahalli,Delivery,"Fast Food, Burger, Pizza, Sandwich",400.0,Delivery,Kalyan Nagar
9404,Sankalp Reddy Restaurant,"Electronics City Phase 1, Doddathoguru, Electronic City, Bangalore",Yes,No,3.9,33,Electronic City,Quick Bites,"South Indian, Andhra, Biryani",300.0,"Delivery, Dine-out",Electronic City
9405,Sankranthi Veg,"35, Maruthi VTB Complex, Opposite Shell Petrol Bunk, Vignanagar Main Road, New Thippasandra, Bangalore",No,No,3.1,15,Thippasandra,Quick Bites,"South Indian, North Indian, Chinese",200.0,Dine-out,Marathahalli
9406,Sankranthi Veg Restaurant,"986, 1st Block, Vijaya Bank Layout, 4th Stage, BTM, Bangalore",Yes,No,3.0,102,BTM,Casual Dining,"South Indian, North Indian, Chinese",600.0,"Buffet, Delivery, Dine-out",Bannerghatta Road
9407,Sankranti,"Chinnapanahalli Main Road, Anand Nagar, Marathahalli, Bangalore",Yes,No,3.6,85,Marathahalli,Casual Dining,Andhra,600.0,"Delivery, Dine-out",Brookefield
9408,Sanky's Burger House,"50,Hennur Main Road, Hennur, Bangalore",Yes,No,4.3,345,Hennur,Quick Bites,"Burger, Fast Food",300.0,"Delivery, Dine-out",Frazer Town
9409,Sanman,"212, Subedar Chatram Road, Nagappa Road, VV Giri Colony, Seshadripuram, Bangalore",No,No,4.0,151,Seshadripuram,Casual Dining,"North Indian, South Indian, Fast Food, Chinese",700.0,Dine-out,Malleshwaram
9410,Sanman Veg,"HVS Court, Opposite DBS Business Centre, Cunningham Road, Bangalore",No,No,3.5,14,Cunningham Road,Quick Bites,"South Indian, North Indian, Chinese",250.0,Dine-out,Brigade Road
9411,Sannidhi Grand,"16, SFHS Area, Nandini Layout, Rajajinagar, Bangalore",No,No,3.2,4,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese",150.0,Dine-out,Rajajinagar
9412,Sannidhi Grand,"26, Near Jyoti School, Nehru Road, Yadava Layout, Kammanahalli, Bangalore",Yes,No,3.8,52,Kammanahalli,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,"Delivery, Dine-out",Frazer Town
9413,Sanskriti Sweets N Chaats,"140, Kodathi Gate, Kodathi Village Road, Carmelaram Post, Sarjapur Road, Bangalore",No,No,,0,Sarjapur Road,Sweet Shop,"Mithai, Street Food",200.0,Desserts,Sarjapur Road
9414,Santhanam Sweets & Savouries,"294, Narayana Pillai Street, Commercial Street, Bangalore",No,No,3.9,37,Commercial Street,Sweet Shop,"Mithai, Street Food",150.0,Desserts,Brigade Road
9415,Santhrupthi,"APC Circle, Jagini, Electronic City, Bangalore",No,No,3.4,5,Electronic City,Casual Dining,"Andhra, South Indian, North Indian, Biryani",550.0,Dine-out,Electronic City
9416,Santhrupthi Halli Mane,"21/1, 19th Cross Road, 2nd Stage, BTM, Bangalore",No,No,,0,BTM,Quick Bites,"North Indian, Chinese, South Indian",500.0,"Delivery, Dine-out",Bannerghatta Road
9417,Santo's,"214, 1st Floor, Ganesh Nilaya, MGEHBS Layout, MSR Nagar, Devasandra, New BEL Road, Bangalore",Yes,No,3.7000000000000006,69,New BEL Road,Casual Dining,"North Indian, Fast Food",650.0,"Delivery, Dine-out",Malleshwaram
9418,Santo's,"Ground Floor, Food Court, Embassy Tech Square, Prestige Cessna Business Park, Marathahalli, Bangalore",Yes,No,,0,Marathahalli,Food Court,North Indian,500.0,"Delivery, Dine-out",Bellandur
9419,Santosh Juice Junction,"838, Nagarthpet, City Market, Bangalore",No,No,,0,City Market,Beverage Shop,"Juices, Beverages",150.0,Delivery,Lavelle Road
9420,Santrupthi Khanavalli,"175/1, 13th Cross Road, Cauveri Colony, GM Palya, CV Raman Nagar, Bangalore",No,No,3.4,4,CV Raman Nagar,Quick Bites,South Indian,200.0,"Delivery, Dine-out",Old Airport Road
9421,Santrupti Sagar,"41, Hulimavu Gate, Bannerghatta Road, Bangalore",No,No,2.9,34,Bannerghatta Road,Quick Bites,"South Indian, Fast Food, North Indian",300.0,Dine-out,Bannerghatta Road
9422,Santrupti Uttara Karnataka Food Store,"586,7th Cross, Shop Street, Wilson garden Bangalore",No,No,3.2999999999999994,5,Wilson Garden,Quick Bites,South Indian,200.0,Dine-out,Koramangala 7th Block
9423,Santruptii Sagar,"Inside Bagamane Tech Park, CV Raman Nagar, Bangalore",No,No,,0,CV Raman Nagar,Quick Bites,"South Indian, Street Food",200.0,Dine-out,Indiranagar
9424,SantÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Spa Cuisine,"151, 2nd Cross, Domlur 2nd Stage, Indiranagar, Bangalore",No,Yes,4.9,246,Indiranagar,Casual Dining,"Healthy Food, Salad, Mediterranean",1000.0,Dine-out,Old Airport Road
9425,Sanyogita's,"Ahad Euphoria Swimming Pool, WIng 8, Ahad Euphoria Road, Carmelaram, Hadosiddapura, Sarjapur Road, Bangalore",No,No,3.2,4,Sarjapur Road,Delivery,North Indian,300.0,Delivery,Sarjapur Road
9426,Sapfresh,"#4, 7th main, 6th cross, st bed layout, koramangala 4th block",No,No,,0,Koramangala 4th Block,Delivery,Beverages,150.0,Delivery,Koramangala 4th Block
9427,Sapfresh,"Indiranagar, Bangalore",No,No,,0,Indiranagar,Delivery,Beverages,150.0,Delivery,Indiranagar
9428,Sapfresh,"Marathahalli, Bangalore",No,No,,0,Marathahalli,Delivery,Beverages,150.0,Delivery,Marathahalli
9429,Sapfresh,"Phase 1, Electronic City, Bangalore",No,No,,0,Electronic City,Delivery,Beverages,150.0,Delivery,Electronic City
9430,Sapfresh,"Sarjapur Road, Bangalore",No,No,,0,Sarjapur Road,Delivery,Beverages,150.0,Delivery,Sarjapur Road
9431,Sapid,"24/4, Nanda Gokul, Opposite Thayappa garden, Bilkanhalli, Bannerghatta Road, Bengaluru",No,No,,0,Bannerghatta Road,Delivery,North Indian,250.0,Delivery,Bannerghatta Road
9432,Sapid.in,"24/4 Nanda Gokul, Bilekahalli, Bannerghatta Road, Bangalore",No,No,,0,Bannerghatta Road,Delivery,North Indian,350.0,Delivery,Bannerghatta Road
9433,Sapna bakery,"Behind Oxford Engineering Collage, Bommanahalli, Bangalore",No,No,,0,Bommanahalli,Quick Bites,"Bakery, Kerala",250.0,"Delivery, Desserts, Dine-out",HSR
9434,Sapna's Kitchen,"644, 4th 'C' Cross, OMBR Layout, Banaswadi, Banaswadi, Bangalore",No,No,,0,Banaswadi,Quick Bites,"Chinese, North Indian, South Indian",400.0,"Delivery, Dine-out",Kalyan Nagar
9435,Sapna's Magic Oven,"5th Cross, Laxmi Road, Shanti Nagar, Bangalore",No,No,,0,Shanti Nagar,"Bakery, Beverage Shop",Bakery,200.0,Desserts,Brigade Road
9436,Sapthagiri Non Veg,"252, 15th Main, Manjunath Nagar, Beside Manjunath Swamy Temple Arch, Basaveshwara Nagar, Bangalore",No,No,,0,Basaveshwara Nagar,Quick Bites,Fast Food,300.0,"Delivery, Dine-out",Rajajinagar
9437,Sapthagiri's Naidu Eating Point,"3, Corporation Shopping Complex, Wheelers Road, Frazer Town Area, Frazer Town, Bangalore",No,No,3.4,5,Frazer Town,Quick Bites,Biryani,300.0,Dine-out,Frazer Town
9438,Sarah's,"A/202, Kempegowda Road, Rammurthy Nagar, Bengaluru",Yes,No,3.8,42,Rammurthy Nagar,"Takeaway, Delivery","Fast Food, Desserts",400.0,Delivery,Kalyan Nagar
9439,Saras,"5th Cross, Tulasi Theatre, Road, Marathahalli, Bangalore",No,No,,0,Marathahalli,Quick Bites,South Indian,150.0,Dine-out,Marathahalli
9440,Sardaar Ka Chulla,"Building 70/13, Boghanahalli Main Road, Near Baddyzone Panathur, Kaverappa Layout, Kadubeesanahalli, Mahadevapura, Marathahalli, Bangalore",Yes,No,,0,Marathahalli,Quick Bites,"North Indian, Mughlai",450.0,"Delivery, Dine-out",Marathahalli
9441,Sardar Ka Chullah,"Fidelis Food Court, Umiya Business Bay, Cessna Business Park, Kadubeesanahalli, Marathahalli, Bangalore",Yes,No,3.2999999999999994,7,Marathahalli,Food Court,North Indian,400.0,"Delivery, Dine-out",Bellandur
9442,Sardar Tikka Singh,"Ys Building, Near Zeus Gym, Shirdi Sai Temple Road, Marathahalli, Bangalore",Yes,No,,0,Marathahalli,"Takeaway, Delivery",North Indian,500.0,Delivery,Brookefield
9443,Sardarji Ka Dhaba,"67/7, 1st Floor, Roopena Agrahara, Opposite Mahindra Showroom, Hosur Road, Bangalore",Yes,No,4.0,760,Hosur Road,Quick Bites,North Indian,250.0,"Delivery, Dine-out",BTM
9444,Sardarji Ka Kitchen,"1, SS Plaza, Opposite Ramaiah College Gate, MSRE Road, Mathikere, New BEL Road, Bangalore",Yes,No,3.1,44,New BEL Road,Quick Bites,North Indian,150.0,Delivery,Malleshwaram
9445,Sardarji Londonwaley,"42, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",Yes,No,4.05,333,Koramangala 1st Block,Delivery,North Indian,450.0,Delivery,BTM
9446,Sardarji Londonwaley,"9, Floor 1, SBI Bank Building, Westend Avenue, Near DLF Town, Opposite Ample Mart, Bannerghatta Road, Bangalore",No,No,,0,Bannerghatta Road,Delivery,North Indian,450.0,Delivery,Bannerghatta Road
9447,Sarjapur Social,"22, 57/58/1/2, Saket Callipolis, Doddakannhalli, Ambalipura, Sarjapur Road, Bangalore",Yes,No,4.6,1324,Sarjapur Road,"Bar, Casual Dining","American, North Indian, Chinese, Finger Food",1500.0,"Delivery, Dine-out, Drinks & nightlife, Pubs and bars",Bellandur
9448,Saro Restaurant,"Number 27, Laxminarayana Temple Road, Thubarahalli, Munnekolala, Marathahalli, Bangalore",No,No,,0,Marathahalli,Quick Bites,South Indian,200.0,Dine-out,Marathahalli
9449,Sartaj Ambur Dum Biryani,"14, Church Road, J.C.Nagar, Frazer Town, Bangalore",No,No,3.2000000000000006,4,Frazer Town,Quick Bites,Biryani,150.0,"Delivery, Dine-out",Frazer Town
9450,Sarvam,"1158, 1st Floor, 5th Main, 20th Cross, Sector 7, HSR, Bangalore",Yes,No,3.557142857142857,125,HSR,Casual Dining,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",550.0,"Delivery, Dine-out",BTM
9451,Sarvam's,"204-240, 27th Cross Road, 7th Block, Jayanagar East, Jayanagar, Bangalore",No,Yes,3.7,44,Jayanagar,Casual Dining,"North Indian, Chinese, Continental, Pizza",550.0,Dine-out,Basavanagudi
9452,Sastry And Sastry Pure Veg Food,"Shop 1, 2nd Main, Mes Ring Road, Bahubali Nagar, Jalahalli, Bangalore",Yes,No,,0,Jalahalli,Quick Bites,"South Indian, North Indian, Chinese",300.0,"Delivery, Dine-out",New BEL Road
9453,Sasu Maa Ki Rasoi,"Near Amruta Engineering College, Central Jail Road, Kasavanahalli, Sarjapur Road, Bangalore",Yes,No,3.6,97,Sarjapur Road,Quick Bites,"North Indian, Chinese",300.0,"Delivery, Dine-out",Sarjapur Road
9454,Satakarni,"6th Cross Road, Marathahalli Village, Marathahalli, Bangalore",Yes,No,3.1,217,Marathahalli,Casual Dining,"Chinese, South Indian, Andhra, North Indian, Biryani",650.0,"Delivery, Dine-out",Brookefield
9455,Sathkar Refershments,"28/10, Kalappa Building, Konena Agrahara, Old Airport Road, Bangalore",No,No,,0,Old Airport Road,Quick Bites,"South Indian, Chinese",500.0,Dine-out,Old Airport Road
9456,Sathya's,"147/D, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",No,Yes,4.1,760,Koramangala 3rd Block,Bar,"North Indian, Chinese",1200.0,"Dine-out, Drinks & nightlife, Pubs and bars",BTM
9457,Satkar,"Behind TCS Company, 2nd phase, Ananda Reddy Layout, Electronic City, Bangalore",No,No,3.6,22,Electronic City,Quick Bites,"Chinese, North Indian",350.0,"Delivery, Dine-out",Electronic City
9458,Satkar Restaurant,"591,doodatogur Village, Near Velankani, Opposite BWSSB Phase 1, Electronic City, Bangalore",Yes,No,3.6,75,Electronic City,Quick Bites,"North Indian, Chinese, Biryani, Seafood",350.0,"Delivery, Dine-out",Electronic City
9459,Satkar Upahar,"Lalbagh Main Road, Next To Suzuki Car Showroom, Bangalore",No,No,,0,Shanti Nagar,Quick Bites,"South Indian, Beverages",100.0,Dine-out,Basavanagudi
9460,Satrangi,"12, Jaladarsini Layout, New BEL Road, Bangalore",Yes,No,3.7,214,New BEL Road,Casual Dining,"North Indian, South Indian",900.0,"Buffet, Delivery, Dine-out",Malleshwaram
9461,Sattuani,"4, Madras Bank Road, St. Marks Road, Bangalore",No,No,3.5,10,St. Marks Road,Quick Bites,"Bihari, North Indian, Fast Food",250.0,Dine-out,Brigade Road
9462,Sattvam,"281, 2nd Floor, 15th Cross, 5th Phase, JP Nagar, Bangalore",No,No,4.3,362,JP Nagar,Casual Dining,"North Indian, South Indian",1200.0,"Buffet, Delivery, Dine-out",Bannerghatta Road
9463,Sattvam,"35, 4 & 5 th Floor, J.M Plaza, Opposite Shell Petrol Bunk, Sadashiv Nagar, Bangalore",No,No,4.4,2127,Sadashiv Nagar,Casual Dining,"North Indian, South Indian",1200.0,"Buffet, Dine-out",Malleshwaram
9464,Sattvam Bakes,"35, 4 & 5 th Floor, J.M Plaza, Opposite Shell Petrol Bunk, Sadashiv Nagar, Bangalore",No,No,3.6,25,Sadashiv Nagar,Dessert Parlor,Desserts,300.0,Desserts,Malleshwaram
9465,Sattvic,"Span Center, Pillar 172, Hosa Road Junction, Hosur Main Road, Electronic City, Bangalore",No,No,3.5,11,Electronic City,Casual Dining,"South Indian, North Indian",450.0,"Delivery, Dine-out",Electronic City
9466,Satyam Sweets,"Shop 15, 59th Cross Road, 3rd Block, Rajajinagar, Bangalore",No,No,,0,Rajajinagar,Sweet Shop,"Mithai, Street Food",450.0,"Delivery, Desserts",Rajajinagar
9467,Savandh's Kitchen - Donne Biryani,"4, 20th B Main Road, Chikka Madivala, Venkateshwara Layout, BTM Layout 1, Bangalore",No,No,,0,BTM,Quick Bites,"Biryani, South Indian",350.0,"Delivery, Dine-out",BTM
9468,Savera Cafe,"144, MM Road, Frazer Town, Bangalore",No,No,3.5,11,Frazer Town,Quick Bites,Fast Food,200.0,Dine-out,Frazer Town
9469,Savera Cafe,"23, HKP Road Broadway",No,No,3.6500000000000004,11,Shivajinagar,Cafe,Cafe,50.0,Cafes,Brigade Road
9470,Savera Lassi Shop,"4, HK, Shivajinagar, Bangalore",Yes,No,,0,Shivajinagar,Beverage Shop,"Beverages, Juices",100.0,Delivery,Brigade Road
9471,Savi Sagar,"158/2, Near Natraj Theatre, S.C Road, Malleshwaram, Bangalore",Yes,No,3.7399999999999998,136,Malleshwaram,Casual Dining,"North Indian, South Indian, Chinese, Street Food, Beverages",450.0,"Delivery, Dine-out",Lavelle Road
9472,Savi Sagar,"45, KG Circle, Gandhi Nagar, Beside Monarch Himalaya, Majestic, Bangalore",Yes,No,3.4,10,Majestic,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Dine-out,Lavelle Road
9473,Savi Sagar,"Foodcourt, Soul Space Spirit, 5th Floor, Bellandur Village, Varthur Hobli, Bellandur, Bangalore",No,No,3.2,6,Bellandur,"Food Court, Quick Bites","North Indian, South Indian, Chinese",400.0,"Delivery, Dine-out",Bellandur
9474,Savi Sagar,"GT World Mall, 3rd Floor, Food Court, Next To Prasanna Theatre, Rajajinagar, Bangalore",Yes,No,3.2,27,Rajajinagar,Food Court,"South Indian, Chinese, North Indian",450.0,"Delivery, Dine-out",Rajajinagar
9475,Savi Sagar,"SriramPuram Metro Station, Ramamohanapuram, Rajajinagar, Bangalore",Yes,No,4.15,344,Rajajinagar,Quick Bites,"North Indian, South Indian, Chinese",350.0,"Delivery, Dine-out",Malleshwaram
9476,Savipriya Military Hotel,"640, Dr Rajkumar Road, 2nd Stage, Rajajinagar, Bangalore",No,No,,0,Rajajinagar,Quick Bites,South Indian,350.0,Dine-out,Malleshwaram
9477,Savitha Family Restaurant,"72/33, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",Yes,No,4.0,199,Koramangala 4th Block,Quick Bites,North Indian,500.0,"Delivery, Dine-out",BTM
9478,Savji's Roll 'N' Biryani,"9, Pipeline Road, Service Road, Vijay Nagar, Bangalore",Yes,No,3.9,441,Vijay Nagar,Quick Bites,"North Indian, Chinese, Biryani, Rolls",250.0,"Delivery, Dine-out",Rajajinagar
9479,Savours,"13, Near AET College Junction, Doddakannelli, Sarjapur Road, Bangalore",Yes,No,3.2999999999999994,10,Sarjapur Road,Quick Bites,"North Indian, South Indian, Chinese",350.0,"Delivery, Dine-out",Bellandur
9480,Savoury - Sea Shell Restaurant,"10, Near Maruti Sagar Automobiles, Bhavani Layout, Bannerghatta Road, Bangalore",Yes,Yes,3.9,1230,Bannerghatta Road,Casual Dining,"Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages",900.0,"Delivery, Dine-out",Bannerghatta Road
9481,Savoury - Sea Shell Restaurant,"28, 1st Cross, Maruthi Nagar, Madiwala, BTM, Bangalore",Yes,No,3.9,468,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",550.0,"Delivery, Dine-out",BTM
9482,Savoury Express,"Main Road, Jeevan Bhima Nagar, Bangalore",Yes,No,3.6,32,Jeevan Bhima Nagar,Casual Dining,Arabian,800.0,"Delivery, Dine-out",Indiranagar
9483,Savoury Restaurant,"183, Kammanahalli Main Road, Kammanahalli, Bangalore",Yes,No,3.7,380,Kammanahalli,Casual Dining,"Arabian, North Indian, Chinese, Beverages",800.0,"Delivery, Dine-out",Kalyan Nagar
9484,Savoury Restaurant,"27, Mosque Road, Frazer Town, Bangalore",Yes,No,4.1,1453,Frazer Town,Casual Dining,"Arabian, North Indian, Chinese, Beverages",800.0,"Delivery, Dine-out",Brigade Road
9485,Savoury Restaurant,"69, Kaikondrahalli, Sarjapur Road, Bangalore",Yes,No,2.9,833,Sarjapur Road,Casual Dining,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800.0,"Delivery, Dine-out",Bellandur
9486,Savoury Restaurant,"84, Hosur Main Road, Madivala, BTM, Bangalore",Yes,No,3.9,421,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",800.0,"Buffet, Delivery, Dine-out",BTM
9487,Sbarro,"2nd Floor, Food Court, Phoenix Market City Mall, Whitefield, Bangalore",Yes,No,2.7,263,Whitefield,Food Court,Pizza,500.0,Dine-out,Whitefield
9488,Sbarro,"3rd Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Near Yeshwantpur, Malleshwaram, Bangalore",No,No,2.75,270,Malleshwaram,Food Court,Pizza,500.0,"Delivery, Dine-out",Malleshwaram
9489,Sbarro,"413, Ground Floor, 7th Cross, Domlur, Bangalore",No,No,3.4,16,Domlur,Quick Bites,Pizza,500.0,"Delivery, Dine-out",Indiranagar
9490,Sbarro,"Prestige Shantiniketan, B Towers, Food Court, Whitefield, Bangalore",Yes,No,3.3,82,Whitefield,Food Court,Pizza,500.0,Delivery,Brookefield
9491,Scoops N Smiles,"1914/A/2, 10th Main Rd, A Block, Milk Colony, Subramanyanagar, 2 State, Rajajinagar, Bangalore",Yes,No,3.3,7,Rajajinagar,"Dessert Parlor, Quick Bites","Desserts, Sandwich, Pizza, Burger",200.0,"Delivery, Desserts",Malleshwaram
9492,Scottish Pub,"17/21, Vasavi Complex, St. Marks Road, Bangalore",No,No,3.8999999999999995,191,St. Marks Road,Bar,Finger Food,600.0,"Dine-out, Drinks & nightlife, Pubs and bars",Brigade Road
9493,Sea Green Cafe,"1036, Srinidhi Plaza, 3rd floor, Above Nilgiris, Stage 2, Banashankari, Bangalore",No,No,3.3,4,Banashankari,Cafe,"Cafe, Fast Food, Beverages",500.0,"Cafes, Dine-out",Banashankari
9494,Sea Horse,"1, 33rd Main Road, 6th Phase, JP Nagar, Bangalore",No,No,3.4,9,JP Nagar,Casual Dining,"South Indian, Chinese",400.0,"Delivery, Dine-out",Bannerghatta Road
9495,Sea Lions BBQ & Grills,"24, 46th Cross, 5th Block Jayanagar, Bangalore",No,Yes,4.6,545,Jayanagar,Casual Dining,"North Indian, Chinese, Mughlai, Mexican, BBQ",1100.0,"Buffet, Dine-out",Jayanagar
9496,Sea Pot,"92/5, Opposite Home Town, Marathahalli Outer Ring Road, Near Innovative Multiplex, Aswath Nagar, Marathahalli, Bangalore",Yes,No,3.5,11,Marathahalli,Casual Dining,"Seafood, North Indian",800.0,"Delivery, Dine-out",Brookefield
9497,Sea Rock,"6/4, 1st and 2nd Floor, Above Shivananda Stores, Shivananda Circle, Seshadripuram, Bangalore",Yes,Yes,4.6,514,Seshadripuram,Casual Dining,"Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai",1000.0,"Delivery, Dine-out",Malleshwaram
9498,Sea Route,"725, MK Towers, Modi Hospital Road, 1st Stage, Rajajinagar, Bangalore",Yes,Yes,4.1,428,Rajajinagar,Casual Dining,"Seafood, North Indian, Chinese",1100.0,"Delivery, Dine-out",Malleshwaram
9499,Sea Salt,"1, Opposite Mind & Brain Hospital, Kodegahalli Main Road, Sahakara Nagar, Bangalore",No,No,3.7,18,Sahakara Nagar,Quick Bites,"South Indian, Seafood",600.0,"Delivery, Dine-out",New BEL Road
9500,Sea Spice by 7 Star,"1890, Shetty Gardenia, 9th Main, Kaverinagar, 2nd Stage, Banashankari, Bangalore",Yes,Yes,4.0,350,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,"Delivery, Dine-out",Banashankari
9501,Seafood Dot Grill,"RG Royal Convention Hall, 19/1, Old 77, Behind Ravindu Toyota, Mahalakshmi Layout, Yeshwantpur, Bangalore",Yes,No,3.9,36,Yeshwantpur,"Casual Dining, Bar","Seafood, North Indian, Mangalorean",1200.0,Delivery,Malleshwaram
9502,Seafood Place,"4, Subedar Garden, Sri Krishna Temple Road, Indiranagar, Bangalore",Yes,No,4.1,298,Indiranagar,Casual Dining,"Chinese, North Indian, Kerala, Mangalorean, Seafood",800.0,"Delivery, Dine-out",Frazer Town
